Road,Lane,Hour,Direction,Valid,Date,Average_Speed,Average_Occupancy,Total_Volume,,No
Kwun Tong Road Westbound,Slow Lane,1,North West,Y,7/3/2025,55.09649123,0.668859649,296,,No
Kwun Tong Road Westbound,Fast Lane,1,North,Y,7/3/2025,62.68478261,2.52173913,201,,No
Kwun Tong Road Westbound,Middle Lane,1,North,Y,7/3/2025,65.66304348,2.25,188,,No
Kwun Tong Road Westbound,Slow Lane,1,North,Y,7/3/2025,66.32608696,0.184782609,23,,No
Kwun Tong Road Westbound,Middle Lane 3,1,North West,Y,7/3/2025,71.16304348,0.413043478,140,,No
Kwun Tong Road Westbound,Middle Lane 4,1,North West,Y,7/3/2025,69.14130435,1.510869565,317,,No
Kwun Tong Road Eastbound,Fast Lane,1,South East,Y,7/3/2025,57.16304348,1.148550725,817,,No
Kwun Tong Road Eastbound,Middle Lane,1,South East,Y,7/3/2025,52.0615942,1.960144928,475,,No
Kwun Tong Road Eastbound,Slow Lane,1,South East,Y,7/3/2025,55.69927536,0.940217391,855,,No
Kwun Tong Road Eastbound,Middle Lane 1,1,South East,Y,7/3/2025,57.33333333,0.811594203,303,,No
Kwun Tong Road Eastbound,Middle Lane 2,1,South East,Y,7/3/2025,60.7173913,3.40942029,692,,No
Kwun Tong Road Eastbound,Fast Lane,1,South,Y,7/3/2025,67.85326087,2.054347826,568,,No
Kwun Tong Road Eastbound,Middle Lane,1,South,Y,7/3/2025,66.28804348,0.695652174,244,,No
Kwun Tong Road Eastbound,Slow Lane,1,South,Y,7/3/2025,59.32065217,0.195652174,38,,No
New Clear Water Bay Road Eastbound,Fast Lane,1,East,Y,7/3/2025,68.93478261,0.456521739,79,,No
New Clear Water Bay Road Eastbound,Middle Lane,1,East,Y,7/3/2025,64.22826087,2.086956522,135,,No
New Clear Water Bay Road Eastbound,Slow Lane,1,East,Y,7/3/2025,67.82608696,0.657608696,61,,No
New Clear Water Bay Road Eastbound,Fast Lane,1,North West,Y,7/3/2025,65.42391304,0.239130435,16,,No
New Clear Water Bay Road Eastbound,Slow Lane,1,North West,Y,7/3/2025,61.35869565,0.72826087,39,,No
New Clear Water Bay Road Eastbound,Fast Lane,1,South East,Y,7/3/2025,70.60869565,0.97826087,70,,No
New Clear Water Bay Road Eastbound,Middle Lane,1,South East,Y,7/3/2025,68.47826087,1.239130435,112,,No
New Clear Water Bay Road Eastbound,Slow Lane,1,South East,Y,7/3/2025,67.34782609,0.434782609,17,,No
New Clear Water Bay Road Westbound,Fast Lane,1,South,Y,7/3/2025,54.95652174,1.076086957,54,,No
New Clear Water Bay Road Westbound,Fast Lane,1,North West,Y,7/3/2025,52.72826087,0.391304348,35,,No
New Clear Water Bay Road Westbound,Slow Lane,1,North West,Y,7/3/2025,52.30434783,0.434782609,48,,No
New Clear Water Bay Road Westbound,Fast Lane,1,West,Y,7/3/2025,69.45108696,0.782608696,98,,No
New Clear Water Bay Road Westbound,Slow Lane,1,West,Y,7/3/2025,64.63043478,0.489130435,41,,No
Prince Edward Road Northeastbound,Fast Lane,1,North East,Y,7/3/2025,73.08695652,1.043478261,178,,No
Prince Edward Road Northeastbound,Slow Lane,1,North East,Y,7/3/2025,69.36413043,2.494565217,339,,No
Prince Edward Road Northeastbound,Middle Lane,1,North East,Y,7/3/2025,79.58695652,1.858695652,137,,No
Prince Edward Road Southeastbound,Fast Lane,1,South West,Y,7/3/2025,77.48913043,2.793478261,195,,No
Prince Edward Road Southeastbound,Slow Lane,1,South West,Y,7/3/2025,72.67391304,0.554347826,67,,No
Kwun Tong Road Westbound,Fast Lane,1,North West,N,7/3/2025,54.5,0.75,3,,No
Kwun Tong Road Westbound,Middle Lane 1,1,North West,N,7/3/2025,37.25,3,14,,Yes
Kwun Tong Road Westbound,Middle Lane 2,1,North West,N,7/3/2025,48.25,1.25,7,,Yes
Kwun Tong Road Westbound,Slow Lane,1,North West,N,7/3/2025,50.75,0.25,1,,No
Kwun Tong Road Westbound,Fast Lane,2,North West,Y,7/3/2025,58.786,0.632,454,,No
Kwun Tong Road Westbound,Middle Lane 1,2,North West,Y,7/3/2025,56.6325,0.995,580,,No
Kwun Tong Road Westbound,Middle Lane 2,2,North West,Y,7/3/2025,55.3775,0.7525,406,,No
Kwun Tong Road Westbound,Slow Lane,2,North West,Y,7/3/2025,57.8,0.352,257,,No
Kwun Tong Road Westbound,Fast Lane,2,North,Y,7/3/2025,64.56,1.47,166,,No
Kwun Tong Road Westbound,Middle Lane,2,North,Y,7/3/2025,63.48,1.04,168,,No
Kwun Tong Road Westbound,Slow Lane,2,North,Y,7/3/2025,67.65,0.14,21,,No
Kwun Tong Road Westbound,Middle Lane 3,2,North West,Y,7/3/2025,68.79,0.26,98,,No
Kwun Tong Road Westbound,Middle Lane 4,2,North West,Y,7/3/2025,71.84,1.39,306,,No
Kwun Tong Road Eastbound,Fast Lane,2,South East,Y,7/3/2025,60.45932203,0.786440678,684,,No
Kwun Tong Road Eastbound,Middle Lane,2,South East,Y,7/3/2025,57.26333333,0.993333333,414,,No
Kwun Tong Road Eastbound,Slow Lane,2,South East,Y,7/3/2025,57.85084746,0.613559322,678,,No
Kwun Tong Road Eastbound,Middle Lane 1,2,South East,Y,7/3/2025,59.85862069,0.506896552,232,,No
Kwun Tong Road Eastbound,Middle Lane 2,2,South East,Y,7/3/2025,63.92068966,2.631034483,647,,No
Kwun Tong Road Eastbound,Fast Lane,2,South,Y,7/3/2025,68.775,1.29,459,,No
Kwun Tong Road Eastbound,Middle Lane,2,South,Y,7/3/2025,68.015,0.52,252,,No
Kwun Tong Road Eastbound,Slow Lane,2,South,Y,7/3/2025,60.215,0.09,32,,No
New Clear Water Bay Road Eastbound,Fast Lane,2,East,Y,7/3/2025,70.265,0.065,26,,No
New Clear Water Bay Road Eastbound,Middle Lane,2,East,Y,7/3/2025,65.99,1.07,101,,No
New Clear Water Bay Road Eastbound,Slow Lane,2,East,Y,7/3/2025,69.97,0.345,47,,No
New Clear Water Bay Road Eastbound,Fast Lane,2,North West,Y,7/3/2025,67.95,0.08,7,,No
New Clear Water Bay Road Eastbound,Slow Lane,2,North West,Y,7/3/2025,63.03,0.43,28,,No
New Clear Water Bay Road Eastbound,Fast Lane,2,South East,Y,7/3/2025,69.19,0.35,28,,No
New Clear Water Bay Road Eastbound,Middle Lane,2,South East,Y,7/3/2025,71.83,0.92,107,,No
New Clear Water Bay Road Eastbound,Slow Lane,2,South East,Y,7/3/2025,68.38,0.24,10,,No
New Clear Water Bay Road Westbound,Fast Lane,2,South,Y,7/3/2025,54.25,0.32,25,,No
New Clear Water Bay Road Westbound,Fast Lane,2,North West,Y,7/3/2025,52.5,0.43,30,,No
New Clear Water Bay Road Westbound,Slow Lane,2,North West,Y,7/3/2025,53.84,0.58,57,,No
New Clear Water Bay Road Westbound,Fast Lane,2,West,Y,7/3/2025,70.72,0.29,49,,No
New Clear Water Bay Road Westbound,Slow Lane,2,West,Y,7/3/2025,64.97,0.53,43,,No
Prince Edward Road Northeastbound,Fast Lane,2,North East,Y,7/3/2025,73.22,0.555,143,,No
Prince Edward Road Northeastbound,Slow Lane,2,North East,Y,7/3/2025,69.495,2.01,315,,No
Prince Edward Road Northeastbound,Middle Lane,2,North East,Y,7/3/2025,82.06,1.63,138,,No
Prince Edward Road Southeastbound,Fast Lane,2,South West,Y,7/3/2025,80.69,2.44,188,,No
Prince Edward Road Southeastbound,Slow Lane,2,South West,Y,7/3/2025,74.37,0.7,67,,No
Kwun Tong Road Eastbound,Fast Lane,2,South East,N,7/3/2025,51.7,0.2,4,,No
Kwun Tong Road Eastbound,Middle Lane 1,2,South East,N,7/3/2025,50.7,0.6,6,,No
Kwun Tong Road Eastbound,Middle Lane 2,2,South East,N,7/3/2025,61.3,1.7,34,,No
Kwun Tong Road Eastbound,Slow Lane,2,South East,N,7/3/2025,49.8,0.2,2,,Yes
Kwun Tong Road Westbound,Fast Lane,3,North West,Y,7/3/2025,57.58730159,0.487528345,329,,No
Kwun Tong Road Westbound,Middle Lane 1,3,North West,Y,7/3/2025,59.33333333,0.66951567,431,,No
Kwun Tong Road Westbound,Middle Lane 2,3,North West,Y,7/3/2025,58.12820513,0.558404558,293,,No
Kwun Tong Road Westbound,Slow Lane,3,North West,Y,7/3/2025,58.12698413,0.383219955,235,,No
Kwun Tong Road Westbound,Fast Lane,3,North,Y,7/3/2025,63.04444444,1.188888889,131,,No
Kwun Tong Road Westbound,Middle Lane,3,North,Y,7/3/2025,67.21111111,0.744444444,116,,No
Kwun Tong Road Westbound,Slow Lane,3,North,Y,7/3/2025,67.66666667,0.288888889,22,,No
Kwun Tong Road Westbound,Middle Lane 3,3,North West,Y,7/3/2025,71.4,0.133333333,71,,No
Kwun Tong Road Westbound,Middle Lane 4,3,North West,Y,7/3/2025,73.96666667,1.133333333,247,,No
Kwun Tong Road Eastbound,Fast Lane,3,South East,Y,7/3/2025,63.1,0.622222222,533,,No
Kwun Tong Road Eastbound,Middle Lane,3,South East,Y,7/3/2025,59.62592593,0.677777778,276,,No
Kwun Tong Road Eastbound,Slow Lane,3,South East,Y,7/3/2025,58.88888889,0.455555556,465,,No
Kwun Tong Road Eastbound,Middle Lane 1,3,South East,Y,7/3/2025,58.64814815,0.414814815,208,,No
Kwun Tong Road Eastbound,Middle Lane 2,3,South East,Y,7/3/2025,64.44814815,1.488888889,443,,No
Kwun Tong Road Eastbound,Fast Lane,3,South,Y,7/3/2025,67.43888889,0.983333333,342,,No
Kwun Tong Road Eastbound,Middle Lane,3,South,Y,7/3/2025,65.42777778,0.372222222,177,,No
Kwun Tong Road Eastbound,Slow Lane,3,South,Y,7/3/2025,60.71111111,0.105555556,35,,No
New Clear Water Bay Road Eastbound,Fast Lane,3,East,Y,7/3/2025,70.42222222,0.172222222,42,,No
New Clear Water Bay Road Eastbound,Middle Lane,3,East,Y,7/3/2025,64.32222222,1.233333333,85,,No
New Clear Water Bay Road Eastbound,Slow Lane,3,East,Y,7/3/2025,70.63888889,0.311111111,26,,No
New Clear Water Bay Road Eastbound,Fast Lane,3,North West,Y,7/3/2025,64.91111111,0.266666667,15,,No
New Clear Water Bay Road Eastbound,Slow Lane,3,North West,Y,7/3/2025,66.24444444,0.377777778,18,,No
New Clear Water Bay Road Eastbound,Fast Lane,3,South East,Y,7/3/2025,70.64444444,0.388888889,32,,No
New Clear Water Bay Road Eastbound,Middle Lane,3,South East,Y,7/3/2025,72.8,0.788888889,73,,No
New Clear Water Bay Road Eastbound,Slow Lane,3,South East,Y,7/3/2025,70,0.044444444,0,,No
New Clear Water Bay Road Westbound,Fast Lane,3,South,Y,7/3/2025,53.5,0.577777778,27,,No
New Clear Water Bay Road Westbound,Fast Lane,3,North West,Y,7/3/2025,53.6,0.344444444,23,,No
New Clear Water Bay Road Westbound,Slow Lane,3,North West,Y,7/3/2025,55.46666667,0.666666667,56,,No
New Clear Water Bay Road Westbound,Fast Lane,3,West,Y,7/3/2025,70.60555556,0.294444444,46,,No
New Clear Water Bay Road Westbound,Slow Lane,3,West,Y,7/3/2025,67.36666667,0.366666667,29,,No
Prince Edward Road Northeastbound,Fast Lane,3,North East,Y,7/3/2025,75.37777778,0.527777778,103,,No
Prince Edward Road Northeastbound,Slow Lane,3,North East,Y,7/3/2025,72.61666667,1.311111111,187,,No
Prince Edward Road Northeastbound,Middle Lane,3,North East,Y,7/3/2025,78.28888889,1.033333333,81,,No
Prince Edward Road Southeastbound,Fast Lane,3,South West,Y,7/3/2025,80.03333333,1.522222222,118,,No
Prince Edward Road Southeastbound,Slow Lane,3,South West,Y,7/3/2025,75.3,0.455555556,42,,No
Kwun Tong Road Westbound,Fast Lane,3,North West,N,7/3/2025,50.11111111,0.222222222,2,,No
Kwun Tong Road Westbound,Middle Lane 1,3,North West,N,7/3/2025,38.55555556,0.666666667,10,,Yes
Kwun Tong Road Westbound,Middle Lane 2,3,North West,N,7/3/2025,49,1.222222222,9,,Yes
Kwun Tong Road Westbound,Slow Lane,3,North West,N,7/3/2025,48.44444444,0.111111111,2,,Yes
Kwun Tong Road Westbound,Fast Lane,4,North West,Y,7/3/2025,57.0745098,0.564705882,410,,No
Kwun Tong Road Westbound,Middle Lane 1,4,North West,Y,7/3/2025,58.90196078,0.512254902,452,,No
Kwun Tong Road Westbound,Middle Lane 2,4,North West,Y,7/3/2025,57.95588235,0.632352941,351,,No
Kwun Tong Road Westbound,Slow Lane,4,North West,Y,7/3/2025,58.46078431,0.298039216,233,,No
Kwun Tong Road Westbound,Fast Lane,4,North,Y,7/3/2025,62.1372549,1.117647059,127,,No
Kwun Tong Road Westbound,Middle Lane,4,North,Y,7/3/2025,66.84313725,0.754901961,129,,No
Kwun Tong Road Westbound,Slow Lane,4,North,Y,7/3/2025,68.2254902,0.117647059,21,,No
Kwun Tong Road Westbound,Middle Lane 3,4,North West,Y,7/3/2025,69.47058824,0.235294118,91,,No
Kwun Tong Road Westbound,Middle Lane 4,4,North West,Y,7/3/2025,72.81372549,1.303921569,269,,No
Kwun Tong Road Eastbound,Fast Lane,4,South East,Y,7/3/2025,64.3251634,0.767973856,696,,No
Kwun Tong Road Eastbound,Middle Lane,4,South East,Y,7/3/2025,59.52941176,0.800653595,350,,No
Kwun Tong Road Eastbound,Slow Lane,4,South East,Y,7/3/2025,58.57843137,0.498366013,563,,No
Kwun Tong Road Eastbound,Middle Lane 1,4,South East,Y,7/3/2025,59.52941176,0.411764706,223,,No
Kwun Tong Road Eastbound,Middle Lane 2,4,South East,Y,7/3/2025,65.75816993,1.343137255,544,,No
Kwun Tong Road Eastbound,Fast Lane,4,South,Y,7/3/2025,67.43137255,1.107843137,420,,No
Kwun Tong Road Eastbound,Middle Lane,4,South,Y,7/3/2025,67.59803922,0.475490196,256,,No
Kwun Tong Road Eastbound,Slow Lane,4,South,Y,7/3/2025,60.25,0.176470588,36,,No
New Clear Water Bay Road Eastbound,Fast Lane,4,East,Y,7/3/2025,70.53431373,0.279411765,64,,No
New Clear Water Bay Road Eastbound,Middle Lane,4,East,Y,7/3/2025,65.41176471,1.245098039,99,,No
New Clear Water Bay Road Eastbound,Slow Lane,4,East,Y,7/3/2025,70.17647059,0.318627451,39,,No
New Clear Water Bay Road Eastbound,Fast Lane,4,North West,Y,7/3/2025,65.96078431,0.215686275,21,,No
New Clear Water Bay Road Eastbound,Slow Lane,4,North West,Y,7/3/2025,62.91176471,0.578431373,29,,No
New Clear Water Bay Road Eastbound,Fast Lane,4,South East,Y,7/3/2025,70.81372549,0.696078431,46,,No
New Clear Water Bay Road Eastbound,Middle Lane,4,South East,Y,7/3/2025,74.04901961,0.921568627,85,,No
New Clear Water Bay Road Eastbound,Slow Lane,4,South East,Y,7/3/2025,70.50980392,0.176470588,5,,No
New Clear Water Bay Road Westbound,Fast Lane,4,South,Y,7/3/2025,55.32352941,0.852941176,47,,No
New Clear Water Bay Road Westbound,Fast Lane,4,North West,Y,7/3/2025,53.81372549,0.705882353,43,,No
New Clear Water Bay Road Westbound,Slow Lane,4,North West,Y,7/3/2025,58.01960784,1.039215686,93,,No
New Clear Water Bay Road Westbound,Fast Lane,4,West,Y,7/3/2025,70.42647059,0.441176471,69,,No
New Clear Water Bay Road Westbound,Slow Lane,4,West,Y,7/3/2025,66.96078431,0.450980392,34,,No
Prince Edward Road Northeastbound,Fast Lane,4,North East,Y,7/3/2025,75.29901961,0.62254902,122,,No
Prince Edward Road Northeastbound,Slow Lane,4,North East,Y,7/3/2025,74.53431373,1.666666667,242,,No
Prince Edward Road Northeastbound,Middle Lane,4,North East,Y,7/3/2025,80.8627451,1.294117647,116,,No
Prince Edward Road Southeastbound,Fast Lane,4,South West,Y,7/3/2025,82.33333333,1.382352941,125,,No
Prince Edward Road Southeastbound,Slow Lane,4,South West,Y,7/3/2025,73.06862745,0.519607843,40,,No
Kwun Tong Road Westbound,Fast Lane,5,North West,Y,7/3/2025,59.06605923,0.968109339,620,,No
Kwun Tong Road Westbound,Middle Lane 1,5,North West,Y,7/3/2025,60.65765766,0.795795796,366,,No
Kwun Tong Road Westbound,Middle Lane 2,5,North West,Y,7/3/2025,57.95495495,0.807807808,361,,No
Kwun Tong Road Westbound,Slow Lane,5,North West,Y,7/3/2025,56.67881549,0.674259681,289,,No
Kwun Tong Road Westbound,Fast Lane,5,North,Y,7/3/2025,61.60377358,2.613207547,261,,No
Kwun Tong Road Westbound,Middle Lane,5,North,Y,7/3/2025,64.83018868,0.754716981,136,,No
Kwun Tong Road Westbound,Slow Lane,5,North,Y,7/3/2025,61.36792453,1.018867925,49,,No
Kwun Tong Road Westbound,Middle Lane 3,5,North West,Y,7/3/2025,69.66981132,0.726415094,121,,No
Kwun Tong Road Westbound,Middle Lane 4,5,North West,Y,7/3/2025,69.30188679,2.188679245,391,,No
Kwun Tong Road Eastbound,Fast Lane,5,South East,Y,7/3/2025,61.19426752,1.097133758,839,,No
Kwun Tong Road Eastbound,Middle Lane,5,South East,Y,7/3/2025,56.9,1.258064516,452,,No
Kwun Tong Road Eastbound,Slow Lane,5,South East,Y,7/3/2025,57.39808917,0.743630573,662,,No
Kwun Tong Road Eastbound,Middle Lane 1,5,South East,Y,7/3/2025,58.35220126,0.786163522,273,,No
Kwun Tong Road Eastbound,Middle Lane 2,5,South East,Y,7/3/2025,63.01257862,2.452830189,671,,No
Kwun Tong Road Eastbound,Fast Lane,5,South,Y,7/3/2025,67.03301887,1.867924528,557,,No
Kwun Tong Road Eastbound,Middle Lane,5,South,Y,7/3/2025,64.58962264,0.91509434,271,,No
Kwun Tong Road Eastbound,Slow Lane,5,South,Y,7/3/2025,59.44811321,0.287735849,47,,No
New Clear Water Bay Road Eastbound,Fast Lane,5,East,Y,7/3/2025,68.92924528,0.485849057,76,,No
New Clear Water Bay Road Eastbound,Middle Lane,5,East,Y,7/3/2025,60.5,2.254716981,141,,No
New Clear Water Bay Road Eastbound,Slow Lane,5,East,Y,7/3/2025,69.26415094,0.820754717,55,,No
New Clear Water Bay Road Eastbound,Fast Lane,5,North West,Y,7/3/2025,67.83018868,0.122641509,9,,No
New Clear Water Bay Road Eastbound,Slow Lane,5,North West,Y,7/3/2025,63.23584906,0.660377358,39,,No
New Clear Water Bay Road Eastbound,Fast Lane,5,South East,Y,7/3/2025,68.83962264,1.056603774,63,,No
New Clear Water Bay Road Eastbound,Middle Lane,5,South East,Y,7/3/2025,71.62264151,1.283018868,114,,No
New Clear Water Bay Road Eastbound,Slow Lane,5,South East,Y,7/3/2025,69.58490566,0.339622642,15,,No
New Clear Water Bay Road Westbound,Fast Lane,5,South,Y,7/3/2025,58.64150943,1.575471698,97,,No
New Clear Water Bay Road Westbound,Fast Lane,5,North West,Y,7/3/2025,55.37735849,1.91509434,123,,No
New Clear Water Bay Road Westbound,Slow Lane,5,North West,Y,7/3/2025,55.52830189,1.839622642,123,,No
New Clear Water Bay Road Westbound,Fast Lane,5,West,Y,7/3/2025,71.06603774,1.061320755,159,,No
New Clear Water Bay Road Westbound,Slow Lane,5,West,Y,7/3/2025,64.30188679,1.075471698,74,,No
Prince Edward Road Northeastbound,Fast Lane,5,North East,Y,7/3/2025,74.86792453,0.797169811,159,,No
Prince Edward Road Northeastbound,Slow Lane,5,North East,Y,7/3/2025,69.44339623,1.556603774,220,,No
Prince Edward Road Northeastbound,Middle Lane,5,North East,Y,7/3/2025,79.51886792,1.405660377,120,,No
Prince Edward Road Southeastbound,Fast Lane,5,South West,Y,7/3/2025,79.6509434,2.330188679,166,,No
Prince Edward Road Southeastbound,Slow Lane,5,South West,Y,7/3/2025,70.56603774,0.641509434,53,,No
Kwun Tong Road Westbound,Fast Lane,5,North West,N,7/3/2025,59.73626374,0.912087912,93,,No
Kwun Tong Road Westbound,Middle Lane 1,5,North West,N,7/3/2025,44.27472527,1.186813187,138,,Yes
Kwun Tong Road Westbound,Middle Lane 2,5,North West,N,7/3/2025,47.95604396,1.813186813,157,,Yes
Kwun Tong Road Westbound,Slow Lane,5,North West,N,7/3/2025,44.45054945,1.362637363,52,,Yes
Kwun Tong Road Westbound,Fast Lane,6,North West,N,7/3/2025,59.78378378,2.567567568,83,,No
Kwun Tong Road Westbound,Middle Lane 1,6,North West,N,7/3/2025,43.62162162,2.054054054,68,,Yes
Kwun Tong Road Westbound,Middle Lane 2,6,North West,N,7/3/2025,42.08108108,5.216216216,105,,Yes
Kwun Tong Road Westbound,Slow Lane,6,North West,N,7/3/2025,46.51351351,1.756756757,27,,Yes
Kwun Tong Road Westbound,Fast Lane,6,North West,Y,7/3/2025,57.52963671,2.998087954,1880,,No
Kwun Tong Road Westbound,Middle Lane 1,6,North West,Y,7/3/2025,55.96107056,2.744525547,1019,,No
Kwun Tong Road Westbound,Middle Lane 2,6,North West,Y,7/3/2025,54.97810219,2.98053528,1098,,No
Kwun Tong Road Westbound,Slow Lane,6,North West,Y,7/3/2025,52.3001912,2.063097514,581,,No
Kwun Tong Road Westbound,Fast Lane,6,North,Y,7/3/2025,64.66964286,5.821428571,571,,No
Kwun Tong Road Westbound,Middle Lane,6,North,Y,7/3/2025,64.44642857,3.258928571,340,,No
Kwun Tong Road Westbound,Slow Lane,6,North,Y,7/3/2025,49.98214286,3.098214286,115,,Yes
Kwun Tong Road Westbound,Middle Lane 3,6,North West,Y,7/3/2025,65.17857143,1.991071429,237,,No
Kwun Tong Road Westbound,Middle Lane 4,6,North West,Y,7/3/2025,64.33035714,3.982142857,590,,No
Kwun Tong Road Eastbound,Fast Lane,6,South East,Y,7/3/2025,60.34970238,3.336309524,2217,,No
Kwun Tong Road Eastbound,Middle Lane,6,South East,Y,7/3/2025,51.63095238,3.520833333,820,,No
Kwun Tong Road Eastbound,Slow Lane,6,South East,Y,7/3/2025,53.73363095,2.976190476,1313,,No
Kwun Tong Road Eastbound,Middle Lane 1,6,South East,Y,7/3/2025,56.07738095,2.892857143,610,,No
Kwun Tong Road Eastbound,Middle Lane 2,6,South East,Y,7/3/2025,58.3125,5.488095238,1123,,No
Kwun Tong Road Eastbound,Fast Lane,6,South,Y,7/3/2025,65.43303571,5.049107143,1186,,No
Kwun Tong Road Eastbound,Middle Lane,6,South,Y,7/3/2025,57.29910714,3.352678571,423,,No
Kwun Tong Road Eastbound,Slow Lane,6,South,Y,7/3/2025,54.90178571,2.5,147,,No
New Clear Water Bay Road Eastbound,Fast Lane,6,East,Y,7/3/2025,66.95909091,1.763636364,225,,No
New Clear Water Bay Road Eastbound,Middle Lane,6,East,Y,7/3/2025,56.96363636,4.990909091,213,,No
New Clear Water Bay Road Eastbound,Slow Lane,6,East,Y,7/3/2025,67.2,1.986363636,142,,No
New Clear Water Bay Road Eastbound,Fast Lane,6,North West,Y,7/3/2025,61.66363636,1.263636364,62,,No
New Clear Water Bay Road Eastbound,Slow Lane,6,North West,Y,7/3/2025,55.68181818,2.581818182,116,,No
New Clear Water Bay Road Eastbound,Fast Lane,6,South East,Y,7/3/2025,69.90909091,3.627272727,204,,No
New Clear Water Bay Road Eastbound,Middle Lane,6,South East,Y,7/3/2025,66.16363636,3.154545455,208,,No
New Clear Water Bay Road Eastbound,Slow Lane,6,South East,Y,7/3/2025,48.55454545,39.79090909,47,,Yes
New Clear Water Bay Road Westbound,Fast Lane,6,South,Y,7/3/2025,58.50909091,6.218181818,274,,No
New Clear Water Bay Road Westbound,Fast Lane,6,North West,Y,7/3/2025,56.40909091,7.672727273,440,,No
New Clear Water Bay Road Westbound,Slow Lane,6,North West,Y,7/3/2025,55.91818182,4.672727273,280,,No
New Clear Water Bay Road Westbound,Fast Lane,6,West,Y,7/3/2025,67.98181818,4.122727273,514,,No
New Clear Water Bay Road Westbound,Slow Lane,6,West,Y,7/3/2025,57.87272727,3.2,189,,No
Prince Edward Road Northeastbound,Fast Lane,6,North East,Y,7/3/2025,75.25454545,2.3,359,,No
