Road,Lane,Hour,Direction,Valid,Date,Average_Speed,Average_Occupancy,Total_Volume
Kwun Tong Road Westbound,Fast Lane,11,North,Y,2025-03-07,59.148936170212764,10.670212765957446,796
Kwun Tong Road Westbound,Middle Lane,11,North,Y,2025-03-07,61.861702127659576,7.6063829787234045,552
Kwun Tong Road Westbound,Slow Lane,11,North,Y,2025-03-07,48.680851063829785,3.234042553191489,103
Kwun Tong Road Westbound,Middle Lane 3,11,North West,Y,2025-03-07,55.787234042553195,3.702127659574468,444
Kwun Tong Road Westbound,Middle Lane 4,11,North West,Y,2025-03-07,52.4468085106383,10.180851063829786,927
Kwun Tong Road Eastbound,Fast Lane,11,South East,Y,2025-03-07,50.24290780141844,12.051418439716311,4524
Kwun Tong Road Eastbound,Middle Lane,11,South East,Y,2025-03-07,44.255319148936174,7.946808510638298,1343
Kwun Tong Road Eastbound,Slow Lane,11,South East,Y,2025-03-07,47.854609929078016,6.388297872340425,1844
Kwun Tong Road Eastbound,Middle Lane 1,11,South East,Y,2025-03-07,52.56028368794326,5.0638297872340425,935
Kwun Tong Road Eastbound,Middle Lane 2,11,South East,Y,2025-03-07,52.6241134751773,7.319148936170213,1499
Kwun Tong Road Eastbound,Fast Lane,11,South,Y,2025-03-07,54.03191489361702,11.98936170212766,1885
Kwun Tong Road Eastbound,Middle Lane,11,South,Y,2025-03-07,57.244680851063826,4.404255319148936,720
Kwun Tong Road Eastbound,Slow Lane,11,South,Y,2025-03-07,51.95744680851064,2.382978723404255,203
New Clear Water Bay Road Eastbound,Fast Lane,11,East,Y,2025-03-07,66.87765957446808,3.9361702127659575,451
New Clear Water Bay Road Eastbound,Middle Lane,11,East,Y,2025-03-07,58.0531914893617,7.957446808510638,305
New Clear Water Bay Road Eastbound,Slow Lane,11,East,Y,2025-03-07,66.86170212765957,4.212765957446808,294
New Clear Water Bay Road Eastbound,Fast Lane,11,North West,Y,2025-03-07,56.95744680851064,2.095744680851064,97
New Clear Water Bay Road Eastbound,Slow Lane,11,North West,Y,2025-03-07,50.06382978723404,5.1063829787234045,196
New Clear Water Bay Road Eastbound,Fast Lane,11,South East,Y,2025-03-07,68.75531914893617,6.425531914893617,267
New Clear Water Bay Road Eastbound,Middle Lane,11,South East,Y,2025-03-07,69.32978723404256,5.691489361702128,291
New Clear Water Bay Road Eastbound,Slow Lane,11,South East,Y,2025-03-07,60.648936170212764,4.648936170212766,78
New Clear Water Bay Road Westbound,Fast Lane,11,South,Y,2025-03-07,58.47872340425532,11.24468085106383,393
New Clear Water Bay Road Westbound,Fast Lane,11,North West,Y,2025-03-07,46.87234042553192,20.106382978723403,766
New Clear Water Bay Road Westbound,Slow Lane,11,North West,Y,2025-03-07,52.04255319148936,0.0851063829787234,12
New Clear Water Bay Road Westbound,Fast Lane,11,West,Y,2025-03-07,63.855421686746986,7.078313253012048,609
New Clear Water Bay Road Westbound,Slow Lane,11,West,Y,2025-03-07,54.45744680851064,6.414893617021277,282
Prince Edward Road Northeastbound,Fast Lane,11,North East,Y,2025-03-07,70.67021276595744,8.356382978723405,947
Prince Edward Road Northeastbound,Slow Lane,11,North East,Y,2025-03-07,69.73936170212765,7.76595744680851,787
Prince Edward Road Northeastbound,Middle Lane,11,North East,Y,2025-03-07,79.55319148936171,6.76595744680851,377
Prince Edward Road Southeastbound,Fast Lane,11,South West,Y,2025-03-07,74.34782608695652,13.26086956521739,775
Prince Edward Road Southeastbound,Slow Lane,11,South West,Y,2025-03-07,80.72826086956522,4.065217391304348,251
Kwun Tong Road Westbound,Fast Lane,12,North West,Y,2025-03-07,53.53913043478261,5.721739130434782,2626
Kwun Tong Road Westbound,Middle Lane 1,12,North West,Y,2025-03-07,51.42934782608695,5.342391304347826,1614
Kwun Tong Road Westbound,Middle Lane 2,12,North West,Y,2025-03-07,55.38586956521739,4.269021739130435,1345
Kwun Tong Road Westbound,Slow Lane,12,North West,Y,2025-03-07,51.56521739130435,3.652173913043478,990
Kwun Tong Road Westbound,Fast Lane,12,North,Y,2025-03-07,60.78260869565217,9.097826086956522,761
Kwun Tong Road Westbound,Middle Lane,12,North,Y,2025-03-07,63.82608695652174,6.521739130434782,527
Kwun Tong Road Westbound,Slow Lane,12,North,Y,2025-03-07,50.65217391304348,3.402173913043478,120
Kwun Tong Road Westbound,Middle Lane 3,12,North West,Y,2025-03-07,59.52173913043478,3.7934782608695654,448
Kwun Tong Road Westbound,Middle Lane 4,12,North West,Y,2025-03-07,56.66304347826087,9.108695652173912,890
Kwun Tong Road Eastbound,Fast Lane,12,South East,Y,2025-03-07,52.882246376811594,10.59963768115942,4159
Kwun Tong Road Eastbound,Middle Lane,12,South East,Y,2025-03-07,47.14492753623188,7.681159420289855,1227
Kwun Tong Road Eastbound,Slow Lane,12,South East,Y,2025-03-07,48.51449275362319,6.219202898550725,1770
Kwun Tong Road Eastbound,Middle Lane 1,12,South East,Y,2025-03-07,50.4963768115942,5.800724637681159,914
Kwun Tong Road Eastbound,Middle Lane 2,12,South East,Y,2025-03-07,53.08695652173913,6.9855072463768115,1351
Kwun Tong Road Eastbound,Fast Lane,12,South,Y,2025-03-07,62.27173913043478,9.358695652173912,1804
Kwun Tong Road Eastbound,Middle Lane,12,South,Y,2025-03-07,57.994565217391305,4.625,637
Kwun Tong Road Eastbound,Slow Lane,12,South,Y,2025-03-07,52.391304347826086,2.467391304347826,189
New Clear Water Bay Road Eastbound,Fast Lane,12,East,Y,2025-03-07,65.82608695652173,4.168478260869565,425
New Clear Water Bay Road Eastbound,Middle Lane,12,East,Y,2025-03-07,60.858695652173914,6.793478260869565,266
New Clear Water Bay Road Eastbound,Slow Lane,12,East,Y,2025-03-07,67.06521739130434,3.5815217391304346,271
New Clear Water Bay Road Eastbound,Fast Lane,12,North West,Y,2025-03-07,50.73913043478261,2.5543478260869565,126
New Clear Water Bay Road Eastbound,Slow Lane,12,North West,Y,2025-03-07,48.96739130434783,5.967391304347826,239
New Clear Water Bay Road Eastbound,Fast Lane,12,South East,Y,2025-03-07,69.6413043478261,6.815217391304348,279
New Clear Water Bay Road Eastbound,Middle Lane,12,South East,Y,2025-03-07,67.31521739130434,6.239130434782608,294
New Clear Water Bay Road Eastbound,Slow Lane,12,South East,Y,2025-03-07,59.81521739130435,5.326086956521739,66
New Clear Water Bay Road Westbound,Fast Lane,12,South,Y,2025-03-07,59.858695652173914,11.423913043478262,398
New Clear Water Bay Road Westbound,Fast Lane,12,North West,Y,2025-03-07,50.26086956521739,18.315217391304348,660
New Clear Water Bay Road Westbound,Slow Lane,12,North West,Y,2025-03-07,55.30434782608695,0.2608695652173913,32
New Clear Water Bay Road Westbound,Fast Lane,12,West,Y,2025-03-07,64.86263736263736,7.274725274725275,679
New Clear Water Bay Road Westbound,Slow Lane,12,West,Y,2025-03-07,55.33695652173913,5.793478260869565,249
Prince Edward Road Northeastbound,Fast Lane,12,North East,Y,2025-03-07,73.48913043478261,6.190217391304348,814
Prince Edward Road Northeastbound,Slow Lane,12,North East,Y,2025-03-07,72.125,7.005434782608695,761
Prince Edward Road Northeastbound,Middle Lane,12,North East,Y,2025-03-07,78.66304347826087,5.923913043478261,335
Prince Edward Road Southeastbound,Fast Lane,12,South West,Y,2025-03-07,70.67045454545455,14.102272727272727,762
Prince Edward Road Southeastbound,Slow Lane,12,South West,Y,2025-03-07,76.39772727272727,4.068181818181818,259
Kwun Tong Road Westbound,Fast Lane,13,North West,Y,2025-03-07,55.25909090909091,5.634090909090909,2560
Kwun Tong Road Westbound,Middle Lane 1,13,North West,Y,2025-03-07,53.79261363636363,5.693181818181818,1718
Kwun Tong Road Westbound,Middle Lane 2,13,North West,Y,2025-03-07,57.02840909090909,4.292613636363637,1315
Kwun Tong Road Westbound,Slow Lane,13,North West,Y,2025-03-07,53.038636363636364,3.7954545454545454,1017
Kwun Tong Road Westbound,Fast Lane,13,North,Y,2025-03-07,64.48863636363636,8.329545454545455,767
Kwun Tong Road Westbound,Middle Lane,13,North,Y,2025-03-07,63.89772727272727,6.125,548
Kwun Tong Road Westbound,Slow Lane,13,North,Y,2025-03-07,50.47727272727273,3.3068181818181817,115
Kwun Tong Road Westbound,Middle Lane 3,13,North West,Y,2025-03-07,58.28409090909091,3.0454545454545454,366
Kwun Tong Road Westbound,Middle Lane 4,13,North West,Y,2025-03-07,57.35227272727273,9.420454545454545,905
Kwun Tong Road Eastbound,Fast Lane,13,South East,Y,2025-03-07,57.07007575757576,8.75189393939394,3875
Kwun Tong Road Eastbound,Middle Lane,13,South East,Y,2025-03-07,49.68939393939394,6.484848484848484,1258
Kwun Tong Road Eastbound,Slow Lane,13,South East,Y,2025-03-07,50.14204545454545,5.890151515151516,1709
Kwun Tong Road Eastbound,Middle Lane 1,13,South East,Y,2025-03-07,53.96969696969697,5.071969696969697,927
Kwun Tong Road Eastbound,Middle Lane 2,13,South East,Y,2025-03-07,55.303030303030305,7.78030303030303,1397
Kwun Tong Road Eastbound,Fast Lane,13,South,Y,2025-03-07,62.26704545454545,10.647727272727273,1850
Kwun Tong Road Eastbound,Middle Lane,13,South,Y,2025-03-07,59.05113636363637,4.6477272727272725,606
Kwun Tong Road Eastbound,Slow Lane,13,South,Y,2025-03-07,51.68181818181818,2.840909090909091,190
New Clear Water Bay Road Eastbound,Fast Lane,13,East,Y,2025-03-07,67.29545454545455,3.8295454545454546,404
New Clear Water Bay Road Eastbound,Middle Lane,13,East,Y,2025-03-07,60.89772727272727,6.193181818181818,240
New Clear Water Bay Road Eastbound,Slow Lane,13,East,Y,2025-03-07,68.53977272727273,4.051136363636363,308
New Clear Water Bay Road Eastbound,Fast Lane,13,North West,Y,2025-03-07,52.55681818181818,3.2386363636363638,122
New Clear Water Bay Road Eastbound,Slow Lane,13,North West,Y,2025-03-07,47.81818181818182,6.011363636363637,230
New Clear Water Bay Road Eastbound,Fast Lane,13,South East,Y,2025-03-07,68.30681818181819,6.8977272727272725,291
New Clear Water Bay Road Eastbound,Middle Lane,13,South East,Y,2025-03-07,69.7159090909091,5.568181818181818,261
New Clear Water Bay Road Eastbound,Slow Lane,13,South East,Y,2025-03-07,63.71590909090909,2.3295454545454546,54
New Clear Water Bay Road Westbound,Fast Lane,13,South,Y,2025-03-07,62.07954545454545,9.011363636363637,324
New Clear Water Bay Road Westbound,Fast Lane,13,North West,Y,2025-03-07,46.80487804878049,22.670731707317074,663
New Clear Water Bay Road Westbound,Slow Lane,13,North West,Y,2025-03-07,58.63414634146341,0.6829268292682927,34
New Clear Water Bay Road Westbound,Fast Lane,13,West,Y,2025-03-07,67.72988505747126,5.988505747126437,559
New Clear Water Bay Road Westbound,Slow Lane,13,West,Y,2025-03-07,56.94318181818182,5.636363636363637,262
Prince Edward Road Northeastbound,Fast Lane,13,North East,Y,2025-03-07,73.6590909090909,7.193181818181818,831
Prince Edward Road Northeastbound,Slow Lane,13,North East,Y,2025-03-07,73.73295454545455,7.3977272727272725,745
Prince Edward Road Northeastbound,Middle Lane,13,North East,Y,2025-03-07,78.875,6.25,323
Prince Edward Road Southeastbound,Fast Lane,13,South West,Y,2025-03-07,74.72727272727273,12.965909090909092,732
Prince Edward Road Southeastbound,Slow Lane,13,South West,Y,2025-03-07,81.27272727272727,3.5113636363636362,231
Kwun Tong Road Westbound,Fast Lane,14,North West,Y,2025-03-07,53.702083333333334,6.43125,3085
Kwun Tong Road Westbound,Middle Lane 1,14,North West,Y,2025-03-07,50.888020833333336,6.796875,1755
Kwun Tong Road Westbound,Middle Lane 2,14,North West,Y,2025-03-07,54.643229166666664,4.3828125,1410
Kwun Tong Road Westbound,Slow Lane,14,North West,Y,2025-03-07,53.43958333333333,3.841666666666667,1101
Kwun Tong Road Westbound,Fast Lane,14,North,Y,2025-03-07,63.5,9.644736842105264,735
Kwun Tong Road Westbound,Middle Lane,14,North,Y,2025-03-07,64.67105263157895,6.092105263157895,474
Kwun Tong Road Westbound,Slow Lane,14,North,Y,2025-03-07,51.828947368421055,3.026315789473684,97
Kwun Tong Road Westbound,Middle Lane 3,14,North West,Y,2025-03-07,56.677083333333336,3.7708333333333335,509
Kwun Tong Road Westbound,Middle Lane 4,14,North West,Y,2025-03-07,55.5,9.666666666666666,985
Kwun Tong Road Eastbound,Fast Lane,14,South East,Y,2025-03-07,54.673611111111114,10.125,4654
Kwun Tong Road Eastbound,Middle Lane,14,South East,Y,2025-03-07,48.892361111111114,7.458333333333333,1505
Kwun Tong Road Eastbound,Slow Lane,14,South East,Y,2025-03-07,49.64409722222222,6.222222222222222,2048
Kwun Tong Road Eastbound,Middle Lane 1,14,South East,Y,2025-03-07,52.46527777777778,5.611111111111111,998
Kwun Tong Road Eastbound,Middle Lane 2,14,South East,Y,2025-03-07,53.513888888888886,9.159722222222221,1645
Kwun Tong Road Eastbound,Fast Lane,14,South,Y,2025-03-07,62.177083333333336,10.71875,2022
Kwun Tong Road Eastbound,Middle Lane,14,South,Y,2025-03-07,57.651041666666664,4.364583333333333,631
Kwun Tong Road Eastbound,Slow Lane,14,South,Y,2025-03-07,48.40625,2.9427083333333335,193
New Clear Water Bay Road Eastbound,Fast Lane,14,East,Y,2025-03-07,65.84895833333333,4.1875,454
New Clear Water Bay Road Eastbound,Middle Lane,14,East,Y,2025-03-07,57.84375,6.96875,289
New Clear Water Bay Road Eastbound,Slow Lane,14,East,Y,2025-03-07,68.31770833333333,3.8854166666666665,302
New Clear Water Bay Road Eastbound,Fast Lane,14,North West,Y,2025-03-07,50.489583333333336,3.4479166666666665,148
New Clear Water Bay Road Eastbound,Slow Lane,14,North West,Y,2025-03-07,48.65625,6.291666666666667,234
New Clear Water Bay Road Eastbound,Fast Lane,14,South East,Y,2025-03-07,67.97916666666667,7.333333333333333,318
New Clear Water Bay Road Eastbound,Middle Lane,14,South East,Y,2025-03-07,69.63541666666667,6.270833333333333,310
New Clear Water Bay Road Eastbound,Slow Lane,14,South East,Y,2025-03-07,55.208333333333336,4.479166666666667,68
New Clear Water Bay Road Westbound,Fast Lane,14,South,Y,2025-03-07,61.135416666666664,8.28125,331
New Clear Water Bay Road Westbound,Fast Lane,14,North West,Y,2025-03-07,46.59375,22.447916666666668,795
New Clear Water Bay Road Westbound,Slow Lane,14,North West,Y,2025-03-07,55.927083333333336,0.22916666666666666,35
New Clear Water Bay Road Westbound,Fast Lane,14,West,Y,2025-03-07,67.875,5.5,573
New Clear Water Bay Road Westbound,Slow Lane,14,West,Y,2025-03-07,55.875,5.822916666666667,275
Prince Edward Road Northeastbound,Fast Lane,14,North East,Y,2025-03-07,75.234375,7.963541666666667,970
Prince Edward Road Northeastbound,Slow Lane,14,North East,Y,2025-03-07,71.44270833333333,7.651041666666667,866
Prince Edward Road Northeastbound,Middle Lane,14,North East,Y,2025-03-07,81.03125,6.677083333333333,399
Prince Edward Road Southeastbound,Fast Lane,14,South West,Y,2025-03-07,77.3125,12.447916666666666,789
Prince Edward Road Southeastbound,Slow Lane,14,South West,Y,2025-03-07,80.58333333333333,3.6875,264
Kwun Tong Road Westbound,Fast Lane,14,North,N,2025-03-07,53.9,11.6,173
Kwun Tong Road Westbound,Middle Lane,14,North,N,2025-03-07,45.45,14.75,135
Kwun Tong Road Westbound,Slow Lane,14,North,N,2025-03-07,70.0,0.0,0
Kwun Tong Road Westbound,Fast Lane,15,North West,Y,2025-03-07,51.3795918367347,8.087755102040816,3552
Kwun Tong Road Westbound,Middle Lane 1,15,North West,Y,2025-03-07,48.81122448979592,6.558673469387755,1641
Kwun Tong Road Westbound,Middle Lane 2,15,North West,Y,2025-03-07,53.63775510204081,4.948979591836735,1572
Kwun Tong Road Westbound,Slow Lane,15,North West,Y,2025-03-07,52.57959183673469,2.983673469387755,971
Kwun Tong Road Westbound,Fast Lane,15,North,Y,2025-03-07,62.8469387755102,9.948979591836734,951
Kwun Tong Road Westbound,Middle Lane,15,North,Y,2025-03-07,63.46938775510204,6.785714285714286,691
Kwun Tong Road Westbound,Slow Lane,15,North,Y,2025-03-07,49.06122448979592,3.857142857142857,161
Kwun Tong Road Westbound,Middle Lane 3,15,North West,Y,2025-03-07,55.46938775510204,4.183673469387755,576
Kwun Tong Road Westbound,Middle Lane 4,15,North West,Y,2025-03-07,53.326530612244895,10.806122448979592,1064
Kwun Tong Road Eastbound,Fast Lane,15,South East,Y,2025-03-07,54.31802721088435,10.3078231292517,4713
Kwun Tong Road Eastbound,Middle Lane,15,South East,Y,2025-03-07,48.506802721088434,6.996598639455782,1445
Kwun Tong Road Eastbound,Slow Lane,15,South East,Y,2025-03-07,48.54761904761905,6.559523809523809,2045
Kwun Tong Road Eastbound,Middle Lane 1,15,South East,Y,2025-03-07,53.333333333333336,4.9727891156462585,954
Kwun Tong Road Eastbound,Middle Lane 2,15,South East,Y,2025-03-07,53.68027210884354,7.414965986394558,1564
Kwun Tong Road Eastbound,Fast Lane,15,South,Y,2025-03-07,62.57142857142857,10.224489795918368,2063
Kwun Tong Road Eastbound,Middle Lane,15,South,Y,2025-03-07,59.183673469387756,5.311224489795919,707
Kwun Tong Road Eastbound,Slow Lane,15,South,Y,2025-03-07,52.545918367346935,2.5408163265306123,198
New Clear Water Bay Road Eastbound,Fast Lane,15,East,Y,2025-03-07,67.15384615384616,4.71978021978022,519
New Clear Water Bay Road Eastbound,Middle Lane,15,East,Y,2025-03-07,59.63265306122449,7.775510204081633,305
New Clear Water Bay Road Eastbound,Slow Lane,15,East,Y,2025-03-07,65.35714285714286,4.351648351648351,320
New Clear Water Bay Road Eastbound,Fast Lane,15,North West,Y,2025-03-07,52.05102040816327,4.418367346938775,181
New Clear Water Bay Road Eastbound,Slow Lane,15,North West,Y,2025-03-07,47.95918367346939,6.6938775510204085,269
New Clear Water Bay Road Eastbound,Fast Lane,15,South East,Y,2025-03-07,69.35714285714286,8.60204081632653,397
New Clear Water Bay Road Eastbound,Middle Lane,15,South East,Y,2025-03-07,70.60204081632654,6.948979591836735,333
New Clear Water Bay Road Eastbound,Slow Lane,15,South East,Y,2025-03-07,61.6530612244898,4.530612244897959,66
New Clear Water Bay Road Westbound,Fast Lane,15,South,Y,2025-03-07,61.642857142857146,9.326530612244898,365
New Clear Water Bay Road Westbound,Fast Lane,15,North West,Y,2025-03-07,47.638297872340424,22.51063829787234,790
New Clear Water Bay Road Westbound,Slow Lane,15,North West,Y,2025-03-07,35.861702127659576,42.53191489361702,25
New Clear Water Bay Road Westbound,Fast Lane,15,West,Y,2025-03-07,69.94270833333333,5.911458333333333,624
New Clear Water Bay Road Westbound,Slow Lane,15,West,Y,2025-03-07,56.93617021276596,6.329787234042553,288
Prince Edward Road Northeastbound,Fast Lane,15,North East,Y,2025-03-07,74.58163265306122,9.311224489795919,1177
Prince Edward Road Northeastbound,Slow Lane,15,North East,Y,2025-03-07,73.14795918367346,8.418367346938776,973
Prince Edward Road Northeastbound,Middle Lane,15,North East,Y,2025-03-07,80.5,6.714285714285714,408
Prince Edward Road Southeastbound,Fast Lane,15,South West,Y,2025-03-07,75.63265306122449,13.76530612244898,884
Prince Edward Road Southeastbound,Slow Lane,15,South West,Y,2025-03-07,78.64285714285714,3.9183673469387754,295
New Clear Water Bay Road Eastbound,Fast Lane,15,East,N,2025-03-07,73.78571428571429,3.2142857142857144,32
New Clear Water Bay Road Eastbound,Slow Lane,15,East,N,2025-03-07,74.07142857142857,6.5,48
New Clear Water Bay Road Westbound,Fast Lane,15,North West,N,2025-03-07,41.0,26.75,32
New Clear Water Bay Road Westbound,Slow Lane,15,North West,N,2025-03-07,0.0,100.0,0
